Token ID,Token,Total Length,Chinese Length,Longword ID,Subword ID,Occurrences,Percentage,Pollute Type
13615,网络配图网络配图网络配图网络配图网络配图网络配图网络配图网络配图,32,32,1,,527,0.7387%,
22973,让人心痛的话欢迎各位朋友回家感谢你们的鼎力支持相信未来会携手前行,32,32,2,,11649,16.3275%,
38904,反反复复反反复复反反复复反反复复反反复复反反复复反反复复反反复复,32,32,3,,238,0.3336%,
74757,加胡椒粉和骄傲善举和积分卡技术放假时间繁花似锦胡椒粉和说句话家具,32,32,4,,3808,5.3374%,
74899,哈酒圣诞节后视镜爱护动物和东方红届时将会找机会撒啊啊啊啊啊撒的发,32,32,5,,3323,4.6576%,
75600,微信关注博野在线微信关注博野在线微信关注博野在线微信关注博野在线,32,32,6,,1775,2.4879%,
74793,圣诞节按实际放寒暑假的户外护肤和建设局下班就恢复结合实际家和,30,30,7,,3007,4.2147%,
74930,大幅度发大幅度发大幅度发大幅度发大幅度发基本圣诞节氨甲环酸,29,29,8,,1781,2.4963%,
22459,让人心痛的话欢迎各位朋友回家感谢你们的鼎力支持相信未来会,28,28,2,1,2,0.0028%,
74792,健身房就撒娇背景下长时间粉红色就像你这么说就回房间杀菌和,28,28,9,,1978,2.7724%,
74750,加胡椒粉和骄傲善举和积分卡技术放假时间繁花似锦胡椒粉和,27,27,4,1,2,0.0028%,
74721,服务法师事实上事实上事实上发反反复复飞放不下就带回家,26,26,10,,3451,4.8370%,
33165,詹飘飘詹飘飘詹飘飘詹飘飘詹飘飘詹飘飘詹飘飘詹飘飘,24,24,11,,34,0.0477%,
69672,灵异吧灵异吧灵异吧灵异吧灵异吧灵异吧灵异吧灵异吧,24,24,12,,133,0.1864%,
74781,放寒暑假的户外护肤和建设局下班就恢复结合实际家和,24,24,7,1,2,0.0028%,
17378,这世间凡事都能说个明白唯有人和人之间的感情例外,23,23,13,,3595,5.0388%,
22407,让人心痛的话欢迎各位朋友回家感谢你们的鼎力支持,23,23,2,2,3,0.0042%,
82867,坚持以习近平新时代中国特色社会主义思想为指导,22,22,14,,5095,7.1413%,
74726,圣诞节我还记得和交话费接电话就是不行只能说,21,21,15,,3119,4.3717%,
16587,凡事都能说个明白唯有人和人之间的感情例外,20,20,13,1,2,0.0028%,
64924,城市网邓州城市网邓州城市网邓州城市网邓州,20,20,16,,826,1.1577%,
70094,以习近平新时代中国特色社会主义思想为指导,20,20,14,1,2,0.0028%,
74901,大幅度发大幅度发大幅度发大幅度发大幅度发,20,20,8,1,2,0.0028%,
75535,微信公众号微信公众号微信公众号微信公众号,20,20,17,,614,0.8606%,
83045,不要盲目的去追求她如果你想追一个女孩的话,20,20,18,,3640,5.1019%,
89667,本平台将更正来源及作者或依据著作权人意见,20,20,19,,2369,3.3204%,
40120,习近平新时代中国特色社会主义思想为指导,19,19,14,2,3,0.0042%,
74798,北京市房就说句话杀菌和送积分换届时将会,19,19,20,,332,0.4653%,
74898,东方红届时将会找机会撒啊啊啊啊啊撒的发,19,19,5,1,2,0.0028%,
76754,并不代表本号赞同其观点和对其真实性负责,19,19,21,,2195,3.0766%,
83044,可靠性或完整性提供任何明示或暗示的保证,19,19,22,,1867,2.6168%,
18934,若有来源标注错误或侵犯了您的合法权益,18,18,23,,1489,2.0870%,
34191,在我们实现美好理想和远大目标的征途上,18,18,24,,1679,2.3533%,
74720,圣诞节我还记得和交话费接电话就是不行,18,18,15,1,2,0.0028%,
80354,新型冠状病毒感染的肺炎疫情防控指挥部,18,18,25,,2013,2.8215%,
34458,这些看来都是生活中再平常不过的小事,17,17,26,,2576,3.6106%,
36717,新型冠状病毒感染的肺炎疫情防控工作,17,17,27,,664,0.9307%,
38717,这样您就可以继续免费收到最新文章了,17,17,28,,1968,2.7584%,
40573,我们分享此文出于传播更多资讯之目的,17,17,29,,1856,2.6014%,
61638,和新疆生产建设兵团报告新增确诊病例,17,17,30,,1180,1.6539%,
74768,骄傲和武汉分手机话费交换机和福建省,17,17,31,,355,0.4976%,
85217,邓州论坛邓州论邓州论坛邓州论坛邓州,17,17,32,,105,0.1472%,
8154,网络配图网络配图网络配图网络配图,16,16,1,1,2,0.0028%,
17889,习近平新时代中国特色社会主义思想,16,16,14,3,4,0.0056%,
18770,来源标注错误或侵犯了您的合法权益,16,16,23,1,2,0.0028%,
21239,转载此文是出于传递更多信息之目的,16,16,33,,420,0.5887%,
21876,反反复复反反复复反反复复反反复复,16,16,3,1,2,0.0028%,
23291,本文部分文字与图片资源来自于网络,16,16,34,,1005,1.4086%,
35369,就不知里面有什么风景和奇特的构造,16,16,35,,1396,1.9567%,
38401,哪还有低着头走进去换来的那种欢笑,16,16,36,,1461,2.0478%,
44509,微信关注博野在线微信关注博野在线,16,16,6,1,2,0.0028%,
68619,全面建设社会主义现代化国家新征程,16,16,37,,974,1.3652%,
74690,大幅度发大幅度发大幅度发大幅度发,16,16,8,2,3,0.0042%,
74791,粉红色就像你这么说就回房间杀菌和,16,16,9,1,2,0.0028%,
75528,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,16,16,38,,22,0.0308%,
83098,禄劝禄劝禄劝禄劝禄劝禄劝禄劝禄劝,16,16,39,,29,0.0406%,
28452,这样您就可以继续免费收到文章了,15,15,40,,1,0.0014%,
